http://www.econ.yale.edu/~shiller/data.htm (data from my spreadsheet, not Shiller's -- don't forget to bold values in DCA -- or to update END_DATE)
Date,P,D,E,CPI,Date Fraction,Real Price,Real Dividend,Real Total Return Price
1901.06,8.50,0.31,0.49,7.52,1901.46,295.81,10.79,1411.03
1901.07,7.93,0.31,0.49,7.61,1901.54,272.52,10.71,1304.21
1901.08,8.04,0.31,0.49,7.71,1901.62,272.89,10.63,1310.21
1901.09,8.00,0.32,0.50,7.80,1901.71,268.22,10.56,1292.02
1901.1,7.91,0.32,0.50,7.80,1901.79,265.20,10.62,1281.75
1901.11,8.08,0.32,0.50,7.90,1901.87,267.64,10.54,1297.77
1901.12,7.95,0.32,0.50,7.99,1901.96,260.20,10.47,1265.92
1902.01,8.12,0.32,0.51,7.90,1902.04,268.96,10.63,1312.87
1902.02,8.19,0.32,0.52,7.90,1902.12,271.28,10.66,1328.53
1902.03,8.20,0.32,0.53,7.90,1902.21,271.61,10.68,1334.51
1902.04,8.48,0.32,0.54,7.99,1902.29,277.54,10.58,1367.98
1902.05,8.46,0.32,0.55,8.09,1902.37,273.63,10.49,1353.01
1902.06,8.41,0.33,0.57,8.18,1902.46,268.85,10.39,1333.65
1902.07,8.60,0.33,0.58,8.18,1902.54,274.93,10.42,1368.09
1902.08,8.83,0.33,0.59,8.09,1902.62,285.60,10.57,1425.58
1902.09,8.85,0.33,0.60,8.18,1902.71,282.92,10.47,1416.55
1902.1,8.57,0.33,0.61,8.75,1902.79,256.10,9.81,1286.36
1902.11,8.24,0.33,0.62,8.47,1902.87,254.54,10.17,1282.79
1902.12,8.05,0.33,0.63,8.56,1902.96,245.91,10.08,1243.51
1903.01,8.46,0.33,0.62,8.66,1903.04,255.59,10.02,1296.71
1903.02,8.41,0.33,0.61,8.66,1903.12,254.08,10.07,1293.30
1903.03,8.08,0.34,0.61,8.37,1903.21,252.43,10.47,1289.35
1903.04,7.75,0.34,0.60,8.37,1903.29,242.12,10.52,1241.17
1903.05,7.60,0.34,0.59,8.18,1903.37,242.96,10.81,1250.08
1903.06,7.18,0.34,0.58,8.18,1903.46,229.53,10.87,1185.65
1903.07,6.85,0.34,0.57,8.18,1903.54,218.98,10.92,1135.86
1903.08,6.63,0.34,0.56,8.18,1903.62,211.95,10.97,1104.12
1903.09,6.47,0.35,0.56,8.28,1903.71,204.46,10.90,1069.82
1903.1,6.26,0.35,0.55,8.18,1903.79,200.12,11.08,1051.97
1903.11,6.28,0.35,0.54,8.09,1903.87,203.12,11.27,1072.68
1903.12,6.57,0.35,0.53,8.09,1903.96,212.50,11.32,1127.20
1904.01,6.68,0.35,0.53,8.28,1904.04,211.09,10.96,1124.57
1904.02,6.50,0.34,0.52,8.47,1904.12,200.79,10.60,1074.39
1904.03,6.48,0.34,0.52,8.37,1904.21,202.44,10.62,1087.98
1904.04,6.64,0.34,0.52,8.28,1904.29,209.83,10.64,1132.43
1904.05,6.50,0.33,0.51,8.09,1904.37,210.24,10.78,1139.48
1904.06,6.51,0.33,0.51,8.09,1904.46,210.56,10.67,1146.06
1904.07,6.78,0.33,0.51,8.09,1904.54,219.29,10.57,1198.38
1904.08,7.01,0.32,0.50,8.18,1904.62,224.10,10.34,1229.34
1904.09,7.32,0.32,0.50,8.28,1904.71,231.32,10.11,1273.57
1904.1,7.75,0.32,0.50,8.28,1904.79,244.90,10.01,1352.97
1904.11,8.17,0.31,0.49,8.47,1904.87,252.38,9.68,1398.70
1904.12,8.25,0.31,0.49,8.47,1904.96,254.85,9.58,1416.82
1905.01,8.43,0.31,0.51,8.47,1905.04,260.41,9.63,1452.20
1905.02,8.80,0.31,0.52,8.47,1905.12,271.84,9.68,1520.43
1905.03,9.05,0.32,0.54,8.37,1905.21,282.74,9.84,1585.97
1905.04,8.94,0.32,0.55,8.37,1905.29,279.30,9.89,1571.32
1905.05,8.50,0.32,0.57,8.28,1905.37,268.61,10.06,1515.87
1905.06,8.60,0.32,0.58,8.28,1905.46,271.77,10.11,1538.46
1905.07,8.87,0.32,0.60,8.28,1905.54,280.30,10.17,1591.56
1905.08,9.20,0.32,0.61,8.37,1905.62,287.42,10.10,1636.79
1905.09,9.23,0.33,0.63,8.28,1905.71,291.67,10.27,1665.88
1905.1,9.36,0.33,0.64,8.28,1905.79,295.78,10.32,1694.25
1905.11,9.31,0.33,0.66,8.37,1905.87,290.86,10.26,1670.95
1905.12,9.54,0.33,0.67,8.47,1905.96,294.70,10.19,1697.88
1906.01,9.87,0.34,0.68,8.47,1906.04,304.89,10.37,1761.59
1906.02,9.80,0.34,0.69,8.47,1906.12,302.73,10.56,1754.18
1906.03,9.56,0.35,0.69,8.47,1906.21,295.31,10.73,1716.40
1906.04,9.43,0.35,0.70,8.47,1906.29,291.30,10.91,1698.35
1906.05,9.18,0.36,0.71,8.56,1906.37,280.42,10.97,1640.28
1906.06,9.30,0.37,0.72,8.56,1906.46,284.09,11.15,1667.16
1906.07,9.06,0.37,0.72,8.28,1906.54,286.30,11.72,1685.87
1906.08,9.73,0.38,0.73,8.47,1906.62,300.57,11.64,1775.57
1906.09,10.03,0.38,0.74,8.56,1906.71,306.39,11.68,1815.73
1906.1,9.73,0.39,0.75,8.75,1906.79,290.76,11.60,1728.85
1906.11,9.93,0.39,0.75,8.85,1906.87,293.55,11.65,1751.20
1906.12,9.84,0.40,0.76,8.94,1906.96,287.80,11.70,1722.68
1907.01,9.56,0.40,0.75,8.85,1907.04,282.61,11.92,1697.61
1907.02,9.26,0.41,0.74,9.04,1907.12,267.98,11.77,1615.60
1907.03,8.35,0.41,0.74,8.94,1907.21,244.22,11.99,1478.36
1907.04,8.39,0.41,0.73,8.94,1907.29,245.39,12.09,1491.54
1907.05,8.10,0.42,0.72,9.13,1907.37,231.97,11.93,1416.02
1907.06,7.84,0.42,0.71,9.23,1907.46,222.21,11.90,1362.50
1907.07,8.14,0.42,0.70,9.23,1907.54,230.71,12.00,1420.77
1907.08,7.53,0.43,0.69,9.23,1907.62,213.42,12.09,1320.51
1907.09,7.45,0.43,0.69,9.23,1907.71,211.16,12.19,1312.76
1907.1,6.64,0.43,0.68,9.32,1907.79,186.28,12.16,1164.39
1907.11,6.25,0.44,0.67,8.94,1907.87,182.80,12.77,1149.29
1907.12,6.57,0.44,0.66,8.75,1907.96,196.33,13.15,1241.28
1908.01,6.85,0.44,0.65,8.66,1908.04,206.95,13.19,1315.36
1908.02,6.60,0.43,0.65,8.56,1908.12,201.61,13.24,1288.45
1908.03,6.87,0.43,0.64,8.56,1908.21,209.86,13.14,1348.15
1908.04,7.24,0.43,0.63,8.66,1908.29,218.73,12.89,1412.04
1908.05,7.63,0.42,0.63,8.66,1908.37,230.51,12.79,1494.99
1908.06,7.64,0.42,0.62,8.66,1908.46,230.82,12.69,1503.80
1908.07,7.92,0.42,0.61,8.75,1908.54,236.67,12.45,1548.73
1908.08,8.26,0.41,0.61,8.75,1908.62,246.83,12.35,1621.95
1908.09,8.17,0.41,0.60,8.75,1908.71,244.15,12.25,1610.99
1908.1,8.27,0.41,0.59,8.85,1908.79,244.48,12.02,1619.79
1908.11,8.83,0.40,0.59,8.94,1908.87,258.26,11.80,1717.59
1908.12,9.03,0.40,0.58,9.04,1908.96,261.32,11.58,1744.41
1909.01,9.06,0.40,0.60,8.94,1909.04,264.98,11.80,1775.39
1909.02,8.80,0.41,0.61,9.04,1909.12,254.67,11.77,1712.86
1909.03,8.92,0.41,0.63,9.04,1909.21,258.14,11.87,1742.87
1909.04,9.32,0.41,0.64,9.23,1909.29,264.16,11.71,1790.07
1909.05,9.63,0.42,0.66,9.32,1909.37,270.16,11.69,1837.34
1909.06,9.80,0.42,0.67,9.42,1909.46,272.15,11.66,1857.49
1909.07,9.94,0.42,0.69,9.42,1909.54,276.04,11.76,1890.72
1909.08,10.18,0.43,0.70,9.51,1909.62,279.87,11.73,1923.69
1909.09,10.19,0.43,0.72,9.61,1909.71,277.38,11.70,1913.24
1909.1,10.23,0.43,0.73,9.80,1909.79,273.06,11.57,1890.09
1909.11,10.18,0.44,0.75,9.90,1909.87,269.11,11.54,1869.42
1909.12,10.30,0.44,0.76,9.99,1909.96,269.69,11.52,1880.11
1910.01,10.08,0.44,0.76,9.90,1910.04,266.47,11.70,1864.44
1910.02,9.72,0.45,0.76,9.90,1910.12,256.95,11.76,1804.72
1910.03,9.96,0.45,0.75,10.09,1910.21,258.33,11.61,1821.19
1910.04,9.72,0.45,0.75,10.18,1910.29,249.75,11.56,1767.48
1910.05,9.56,0.45,0.75,9.99,1910.37,250.31,11.85,1778.48
1910.06,9.10,0.46,0.75,9.90,1910.46,240.56,12.03,1716.31
1910.07,8.64,0.46,0.74,9.90,1910.54,228.40,12.09,1636.74
1910.08,8.85,0.46,0.74,9.80,1910.62,236.22,12.28,1700.13
1910.09,8.91,0.46,0.74,9.70,1910.71,240.16,12.47,1735.92
1910.1,9.32,0.47,0.74,9.42,1910.79,258.82,12.91,1878.60
1910.11,9.31,0.47,0.73,9.23,1910.87,263.87,13.25,1923.30
1910.12,9.05,0.47,0.73,9.23,1910.96,256.50,13.32,1877.68
1911.01,9.27,0.47,0.72,9.23,1911.04,262.74,13.32,1931.45
1911.02,9.43,0.47,0.71,8.94,1911.12,275.80,13.75,2035.91
1911.03,9.32,0.47,0.70,9.04,1911.21,269.72,13.60,1999.34
1911.04,9.28,0.47,0.68,8.75,1911.29,277.32,14.05,2064.35
1911.05,9.48,0.47,0.67,8.75,1911.37,283.29,14.05,2117.55
1911.06,9.67,0.47,0.66,8.75,1911.46,288.97,14.05,2168.74
1911.07,9.63,0.47,0.65,8.85,1911.54,284.68,13.89,2145.25
1911.08,9.17,0.47,0.64,9.13,1911.62,262.61,13.46,1987.38
1911.09,8.67,0.47,0.63,9.23,1911.71,245.73,13.32,1868.06
1911.1,8.72,0.47,0.61,9.23,1911.79,247.15,13.32,1887.27
1911.11,9.07,0.47,0.60,9.13,1911.87,259.75,13.46,1992.02
1911.12,9.11,0.47,0.59,9.04,1911.96,263.64,13.60,2030.56
1912.01,9.12,0.47,0.60,9.13,1912.04,261.18,13.48,2020.27
1912.02,9.04,0.47,0.61,9.23,1912.12,256.22,13.37,1990.53
1912.03,9.30,0.47,0.62,9.42,1912.21,258.26,13.12,2014.90
1912.04,9.59,0.47,0.63,9.70,1912.29,258.48,12.76,2024.92
1912.05,9.58,0.47,0.64,9.70,1912.37,258.22,12.78,2031.15
1912.06,9.58,0.48,0.65,9.61,1912.46,260.77,12.93,2059.74
1912.07,9.59,0.48,0.65,9.61,1912.54,261.04,12.95,2070.41
1912.08,9.81,0.48,0.66,9.70,1912.62,264.41,12.85,2105.64
1912.09,9.86,0.48,0.67,9.80,1912.71,263.18,12.75,2104.27
1912.1,9.84,0.48,0.68,9.80,1912.79,262.65,12.77,2108.51
1912.11,9.73,0.48,0.69,9.80,1912.87,259.71,12.79,2093.50
1912.12,9.38,0.48,0.70,9.70,1912.96,252.82,12.94,2046.67
1913.01,9.30,0.48,0.69,9.80,1913.04,248.23,12.81,2018.16
1913.02,8.97,0.48,0.69,9.80,1913.12,239.43,12.81,1955.22
1913.03,8.80,0.48,0.68,9.80,1913.21,234.89,12.81,1926.89
1913.04,8.79,0.48,0.68,9.80,1913.29,234.62,12.81,1933.46
1913.05,8.55,0.48,0.67,9.70,1913.37,230.57,12.94,1908.94
1913.06,8.12,0.48,0.67,9.80,1913.46,216.74,12.81,1803.28
1913.07,8.23,0.48,0.66,9.90,1913.54,217.45,12.68,1818.04
1913.08,8.45,0.48,0.65,9.90,1913.62,223.27,12.68,1875.47
1913.09,8.53,0.48,0.65,10.00,1913.71,223.13,12.56,1883.09
1913.1,8.26,0.48,0.64,10.00,1913.79,216.07,12.56,1832.31
1913.11,8.05,0.48,0.64,10.10,1913.87,208.49,12.43,1776.83
1913.12,8.04,0.48,0.63,10.00,1913.96,210.31,12.56,1801.29
1914.01,8.37,0.48,0.62,10.00,1914.04,218.94,12.43,1884.09
1914.02,8.48,0.47,0.61,9.90,1914.12,224.06,12.42,1937.04
1914.03,8.32,0.47,0.60,9.90,1914.21,219.83,12.29,1909.34
1914.04,8.12,0.46,0.59,9.80,1914.29,216.74,12.28,1891.35
1914.05,8.17,0.46,0.58,9.90,1914.37,215.87,12.02,1892.51
1914.06,8.13,0.45,0.58,9.90,1914.46,214.81,11.89,1891.93
1914.07,7.68,0.45,0.57,10.00,1914.54,200.89,11.64,1777.88
1914.08,7.68,0.44,0.56,10.20,1914.62,196.95,11.28,1751.35
1914.09,7.68,0.44,0.55,10.20,1914.71,196.95,11.16,1759.61
1914.1,7.68,0.43,0.54,10.10,1914.79,198.90,11.14,1785.33
1914.11,7.68,0.43,0.53,10.20,1914.87,196.95,10.90,1775.97
1914.12,7.35,0.42,0.52,10.10,1914.96,190.36,10.88,1724.67
1915.01,7.48,0.42,0.55,10.10,1915.04,193.72,10.90,1763.40
1915.02,7.38,0.42,0.58,10.00,1915.12,193.05,11.03,1765.59
1915.03,7.57,0.42,0.61,9.90,1915.21,200.02,11.16,1837.85
1915.04,8.14,0.42,0.64,10.00,1915.29,212.93,11.07,1964.95
1915.05,7.95,0.42,0.67,10.10,1915.37,205.90,10.99,1908.53
1915.06,8.04,0.43,0.70,10.10,1915.46,208.23,11.01,1938.64
1915.07,8.01,0.43,0.73,10.10,1915.54,207.45,11.03,1939.96
1915.08,8.35,0.43,0.76,10.10,1915.62,216.26,11.05,2030.92
1915.09,8.66,0.43,0.79,10.10,1915.71,224.29,11.07,2114.98
1915.1,9.14,0.43,0.82,10.20,1915.79,234.40,10.98,2218.96
1915.11,9.46,0.43,0.85,10.30,1915.87,240.25,10.90,2282.95
1915.12,9.48,0.43,0.88,10.30,1915.96,240.76,10.92,2296.42
1916.01,9.33,0.44,0.93,10.40,1916.04,234.67,11.09,2247.17
1916.02,9.20,0.45,0.99,10.40,1916.12,231.40,11.36,2224.92
1916.03,9.17,0.46,1.04,10.50,1916.21,228.45,11.52,2205.78
1916.04,9.07,0.47,1.10,10.60,1916.29,223.82,11.68,2170.54
1916.05,9.27,0.48,1.15,10.70,1916.37,226.62,11.84,2207.23
1916.06,9.36,0.50,1.21,10.80,1916.46,226.70,11.99,2217.76
1916.07,9.23,0.51,1.26,10.80,1916.54,223.55,12.25,2196.94
1916.08,9.30,0.52,1.31,10.90,1916.62,223.18,12.40,2203.45
1916.09,9.68,0.53,1.37,11.10,1916.71,228.12,12.43,2262.39
1916.1,9.98,0.54,1.42,11.30,1916.79,231.02,12.46,2301.52
1916.11,10.21,0.55,1.48,11.50,1916.87,232.24,12.49,2323.98
1916.12,9.80,0.56,1.53,11.60,1916.96,220.99,12.63,2221.96
1917.01,9.57,0.57,1.51,11.70,1917.04,213.96,12.76,2161.96
1917.02,9.03,0.58,1.49,12.00,1917.12,196.84,12.68,1999.64
1917.03,9.31,0.59,1.47,12.00,1917.21,202.94,12.92,2072.58
1917.04,9.17,0.60,1.45,12.60,1917.29,190.37,12.52,1954.87
1917.05,8.86,0.61,1.43,12.80,1917.37,181.06,12.55,1870.01
1917.06,9.04,0.63,1.41,13.00,1917.46,181.90,12.58,1889.47
1917.07,8.79,0.64,1.38,12.80,1917.54,179.63,12.99,1877.17
1917.08,8.53,0.65,1.36,13.00,1917.62,171.64,13.01,1804.95
1917.09,8.12,0.66,1.34,13.30,1917.71,159.70,12.93,1690.77
1917.1,7.68,0.67,1.32,13.50,1917.79,148.81,12.95,1586.89
1917.11,7.04,0.68,1.30,13.50,1917.87,136.41,13.16,1466.34
1917.12,6.80,0.69,1.28,13.70,1917.96,129.84,13.17,1407.48
1918.01,7.21,0.68,1.26,14.00,1918.04,134.71,12.71,1471.84
1918.02,7.43,0.67,1.23,14.10,1918.12,137.84,12.43,1517.31
1918.03,7.28,0.66,1.21,14.00,1918.21,136.02,12.33,1508.61
1918.04,7.21,0.65,1.18,14.20,1918.29,132.82,11.97,1484.12
1918.05,7.44,0.64,1.16,14.50,1918.37,134.22,11.55,1510.53
1918.06,7.45,0.63,1.14,14.70,1918.46,132.57,11.21,1502.50
1918.07,7.51,0.62,1.11,15.10,1918.54,130.10,10.74,1484.62
1918.08,7.58,0.61,1.09,15.40,1918.62,128.75,10.36,1479.12
1918.09,7.54,0.60,1.06,15.70,1918.71,125.63,10.00,1452.77
1918.1,7.86,0.59,1.04,16.00,1918.79,128.50,9.65,1495.33
1918.11,8.06,0.58,1.01,16.30,1918.87,129.35,9.31,1514.18
1918.12,7.90,0.57,0.99,16.50,1918.96,125.24,9.04,1474.95
1919.01,7.85,0.57,0.99,16.50,1919.04,124.45,8.98,1474.43
1919.02,7.88,0.56,0.98,16.20,1919.12,127.24,9.10,1516.46
1919.03,8.12,0.56,0.98,16.40,1919.21,129.51,8.93,1552.46
1919.04,8.39,0.56,0.97,16.70,1919.29,131.42,8.72,1583.97
1919.05,8.97,0.55,0.97,16.90,1919.37,138.84,8.56,1682.03
1919.06,9.21,0.55,0.96,16.90,1919.46,142.55,8.51,1735.63
1919.07,9.51,0.55,0.96,17.40,1919.54,142.97,8.22,1749.01
1919.08,8.87,0.54,0.95,17.70,1919.62,131.09,8.03,1611.84
1919.09,9.01,0.54,0.95,17.80,1919.71,132.41,7.94,1636.21
1919.1,9.47,0.54,0.94,18.10,1919.79,136.86,7.76,1699.23
1919.11,9.19,0.53,0.94,18.50,1919.87,129.94,7.54,1621.14
1919.12,8.92,0.53,0.93,18.90,1919.96,123.45,7.34,1547.83
1920.01,8.83,0.53,0.92,19.30,1920.04,119.68,7.16,1507.94
1920.02,8.10,0.53,0.91,19.50,1920.12,108.66,7.07,1376.51
1920.03,8.67,0.53,0.90,19.70,1920.21,115.12,6.97,1465.78
1920.04,8.60,0.52,0.89,20.30,1920.29,110.82,6.74,1418.12
1920.05,8.06,0.52,0.88,20.60,1920.37,102.35,6.62,1316.79
1920.06,7.92,0.52,0.87,20.90,1920.46,99.13,6.51,1282.32
1920.07,7.91,0.52,0.85,20.80,1920.54,99.48,6.52,1293.88
1920.08,7.60,0.52,0.84,20.30,1920.62,97.93,6.66,1281.01
1920.09,7.87,0.52,0.83,20.00,1920.71,102.93,6.74,1353.76
1920.1,7.88,0.51,0.82,19.90,1920.79,103.58,6.75,1369.69
1920.11,7.48,0.51,0.81,19.80,1920.87,98.82,6.76,1314.18
1920.12,6.81,0.51,0.80,19.40,1920.96,91.82,6.88,1228.75
1921.01,7.11,0.51,0.76,19.00,1921.04,97.89,6.96,1317.66
1921.02,7.06,0.50,0.72,18.40,1921.12,100.37,7.13,1359.06
1921.03,6.88,0.50,0.67,18.30,1921.21,98.34,7.11,1339.67
1921.04,6.91,0.49,0.63,18.10,1921.29,99.86,7.13,1368.47
1921.05,7.12,0.49,0.59,17.70,1921.37,105.22,7.23,1450.18
1921.06,6.55,0.49,0.55,17.60,1921.46,97.35,7.21,1349.94
1921.07,6.53,0.48,0.50,17.70,1921.54,96.50,7.11,1346.43
1921.08,6.45,0.48,0.46,17.70,1921.62,95.32,7.04,1338.12
1921.09,6.61,0.47,0.42,17.50,1921.71,98.80,7.06,1395.25
1921.1,6.70,0.47,0.38,17.50,1921.79,100.15,7.00,1422.49
1921.11,7.06,0.46,0.33,17.40,1921.87,106.14,6.98,1515.79
1921.12,7.31,0.46,0.29,17.30,1921.96,110.53,6.96,1586.82
1922.01,7.30,0.46,0.32,16.90,1922.04,112.99,7.18,1630.75
1922.02,7.46,0.47,0.36,16.90,1922.12,115.47,7.25,1675.21
1922.03,7.74,0.47,0.39,16.70,1922.21,121.24,7.40,1767.85
1922.04,8.21,0.48,0.42,16.70,1922.29,128.60,7.47,1884.27
1922.05,8.53,0.48,0.46,16.70,1922.37,133.61,7.53,1966.91
1922.06,8.45,0.49,0.49,16.70,1922.46,132.36,7.60,1957.79
1922.07,8.51,0.49,0.52,16.80,1922.54,132.50,7.62,1969.34
1922.08,8.83,0.49,0.56,16.60,1922.62,139.14,7.77,2077.64
1922.09,9.06,0.50,0.59,16.60,1922.71,142.77,7.84,2141.51
1922.1,9.26,0.50,0.62,16.70,1922.79,145.04,7.86,2185.50
1922.11,8.80,0.51,0.66,16.80,1922.87,137.02,7.88,2074.46
1922.12,8.78,0.51,0.69,16.90,1922.96,135.90,7.89,2067.46
1923.01,8.90,0.51,0.71,16.80,1923.04,138.58,7.97,2118.29
1923.02,9.28,0.51,0.74,16.80,1923.12,144.49,7.99,2218.92
1923.03,9.43,0.52,0.76,16.80,1923.21,146.83,8.02,2265.04
1923.04,9.10,0.52,0.79,16.90,1923.29,140.85,8.00,2183.13
1923.05,8.67,0.52,0.81,16.90,1923.37,134.20,8.02,2090.33
1923.06,8.34,0.52,0.84,17.00,1923.46,128.33,8.00,2009.33
1923.07,8.06,0.52,0.86,17.20,1923.54,122.58,7.93,1929.64
1923.08,8.10,0.52,0.88,17.10,1923.62,123.91,8.00,1961.06
1923.09,8.15,0.53,0.91,17.20,1923.71,123.95,7.98,1972.22
1923.1,8.03,0.53,0.93,17.30,1923.79,121.42,7.96,1942.51
1923.11,8.27,0.53,0.96,17.30,1923.87,125.04,7.99,2011.22
1923.12,8.55,0.53,0.98,17.30,1923.96,129.28,8.01,2090.05
1924.01,8.83,0.53,0.98,17.30,1924.04,133.51,8.04,2169.33
1924.02,8.87,0.53,0.97,17.20,1924.12,134.90,8.11,2202.81
1924.03,8.70,0.54,0.97,17.10,1924.21,133.08,8.18,2184.36
1924.04,8.50,0.54,0.96,17.00,1924.29,130.79,8.26,2158.00
1924.05,8.47,0.54,0.96,17.00,1924.37,130.33,8.28,2161.77
1924.06,8.63,0.54,0.96,17.00,1924.46,132.79,8.31,2214.09
1924.07,9.03,0.54,0.95,17.10,1924.54,138.13,8.29,2314.68
1924.08,9.34,0.54,0.95,17.00,1924.62,143.72,8.36,2419.90
1924.09,9.25,0.55,0.94,17.10,1924.71,141.50,8.34,2394.26
1924.1,9.13,0.55,0.94,17.20,1924.79,138.85,8.31,2361.19
1924.11,9.64,0.55,0.93,17.20,1924.87,146.61,8.34,2504.90
1924.12,10.16,0.55,0.93,17.30,1924.96,153.62,8.32,2636.60
1925.01,10.58,0.55,0.96,17.30,1925.04,159.97,8.38,2757.58
1925.02,10.67,0.56,0.98,17.20,1925.12,162.27,8.49,2809.40
1925.03,10.39,0.56,1.01,17.30,1925.21,157.10,8.51,2732.13
1925.04,10.28,0.57,1.04,17.20,1925.29,156.34,8.62,2731.42
1925.05,10.61,0.57,1.06,17.30,1925.37,160.43,8.63,2815.37
1925.06,10.80,0.58,1.09,17.50,1925.46,161.43,8.59,2845.60
1925.07,11.10,0.58,1.12,17.70,1925.54,164.04,8.56,2904.17
1925.08,11.25,0.58,1.14,17.70,1925.62,166.26,8.62,2956.14
1925.09,11.51,0.59,1.17,17.70,1925.71,170.10,8.68,3037.32
1925.1,11.89,0.59,1.20,17.70,1925.79,175.72,8.74,3150.61
1925.11,12.26,0.60,1.22,18.00,1925.87,178.17,8.66,3207.44
1925.12,12.46,0.60,1.25,17.90,1925.96,182.08,8.77,3291.13
1926.01,12.65,0.61,1.25,17.90,1926.04,184.86,8.88,3354.69
1926.02,12.67,0.62,1.25,17.90,1926.12,185.15,8.99,3373.58
1926.03,11.81,0.62,1.25,17.80,1926.21,173.55,9.15,3176.15
1926.04,11.48,0.63,1.25,17.90,1926.29,167.76,9.21,3084.20
1926.05,11.56,0.64,1.25,17.80,1926.37,169.88,9.37,3137.49
1926.06,12.11,0.65,1.25,17.70,1926.46,178.97,9.53,3320.00
1926.07,12.62,0.65,1.24,17.50,1926.54,188.64,9.75,3514.44
1926.08,13.12,0.66,1.24,17.40,1926.62,197.24,9.92,3690.08
1926.09,13.32,0.67,1.24,17.50,1926.71,199.10,9.98,3740.48
1926.1,13.02,0.68,1.24,17.60,1926.79,193.51,10.03,3651.17
1926.11,13.19,0.68,1.24,17.70,1926.87,194.93,10.09,3693.80
1926.12,13.49,0.69,1.24,17.70,1926.96,199.36,10.20,3793.92
1927.01,13.40,0.70,1.23,17.50,1927.04,200.30,10.41,3828.19
1927.02,13.66,0.70,1.22,17.40,1927.12,205.36,10.57,3941.74
1927.03,13.87,0.71,1.21,17.30,1927.21,209.72,10.74,4042.65
1927.04,14.21,0.72,1.20,17.30,1927.29,214.86,10.84,4159.15
1927.05,14.70,0.72,1.19,17.40,1927.37,220.99,10.87,4295.38
1927.06,14.89,0.73,1.18,17.60,1927.46,221.30,10.85,4319.03
1927.07,15.22,0.74,1.16,17.30,1927.54,230.13,11.14,4509.43
1927.08,16.03,0.74,1.15,17.20,1927.62,243.79,11.30,4795.49
1927.09,16.94,0.75,1.14,17.30,1927.71,256.14,11.34,5057.02
1927.1,16.68,0.76,1.13,17.40,1927.79,250.76,11.38,4969.50
1927.11,17.06,0.76,1.12,17.30,1927.87,257.95,11.54,5131.15
1927.12,17.46,0.77,1.11,17.30,1927.96,264.00,11.64,5270.76
1928.01,17.53,0.78,1.13,17.30,1928.04,265.06,11.74,5311.43
1928.02,17.32,0.78,1.16,17.10,1928.12,264.95,11.98,5329.19
1928.03,18.25,0.79,1.18,17.10,1928.21,279.17,12.08,5635.60
1928.04,19.40,0.80,1.20,17.10,1928.29,296.76,12.19,6011.22
1928.05,20.00,0.80,1.22,17.20,1928.37,304.16,12.22,6181.73
1928.06,19.02,0.81,1.25,17.10,1928.46,290.95,12.39,5934.19
1928.07,19.16,0.82,1.27,17.10,1928.54,293.09,12.49,5999.10
1928.08,19.78,0.82,1.29,17.10,1928.62,302.58,12.59,6214.71
1928.09,21.17,0.83,1.31,17.30,1928.71,320.10,12.55,6596.02
1928.1,21.60,0.84,1.34,17.20,1928.79,328.50,12.72,6790.97
1928.11,23.06,0.84,1.36,17.20,1928.87,350.70,12.83,7272.09
1928.12,23.15,0.85,1.38,17.10,1928.96,354.13,13.00,7365.63
1929.01,24.86,0.86,1.40,17.10,1929.04,380.29,13.16,7932.50
1929.02,24.99,0.87,1.42,17.10,1929.12,382.27,13.31,7997.12
1929.03,25.43,0.88,1.44,17.00,1929.21,391.29,13.54,8209.40
1929.04,25.28,0.89,1.46,16.90,1929.29,391.29,13.78,8233.35
1929.05,25.66,0.90,1.48,17.00,1929.37,394.83,13.85,8332.23
1929.06,26.15,0.91,1.50,17.10,1929.46,400.02,13.92,8466.17
1929.07,28.48,0.92,1.51,17.30,1929.54,430.62,13.91,9138.46
1929.08,30.10,0.93,1.53,17.30,1929.62,455.12,14.06,9683.14
1929.09,31.30,0.94,1.55,17.30,1929.71,473.26,14.21,10094.38
1929.1,27.99,0.95,1.57,17.30,1929.79,423.22,14.36,9052.42
1929.11,20.58,0.96,1.59,17.30,1929.87,311.17,14.52,6681.78
1929.12,21.40,0.97,1.61,17.20,1929.96,325.45,14.75,7014.80
1930.01,21.71,0.97,1.56,17.10,1930.04,332.10,14.85,7184.71
1930.02,23.07,0.97,1.50,17.00,1930.12,354.98,14.95,7706.65
1930.03,23.94,0.97,1.45,16.90,1930.21,370.55,15.05,8071.84
1930.04,25.46,0.97,1.40,17.00,1930.29,391.75,14.98,8561.02
1930.05,23.94,0.97,1.34,16.90,1930.37,370.55,15.08,8125.01
1930.06,21.52,0.98,1.29,16.80,1930.46,335.07,15.18,7374.90
1930.07,21.06,0.98,1.24,16.60,1930.54,331.86,15.38,7332.41
1930.08,20.79,0.98,1.18,16.50,1930.62,329.59,15.48,7310.79
1930.09,20.78,0.98,1.13,16.60,1930.71,327.45,15.40,7291.72
1930.1,17.92,0.98,1.08,16.50,1930.79,284.09,15.51,6355.04
1930.11,16.62,0.98,1.02,16.40,1930.87,265.09,15.62,5959.07
1930.12,15.51,0.98,0.97,16.10,1930.96,251.99,15.92,5694.53
1931.01,15.98,0.97,0.94,15.90,1931.04,262.90,15.90,5970.84
